benchmark,extraction_issue,failure_type,mode,model_alias,pass,post_think_tokens,repeat,task_id,think_tokens,total_tokens
"humaneval_full","none","pass","prompt_terse","qwen35","True","262","1","HumanEval/113","2334","2596"
"humaneval_full","none","pass","prompt_terse","qwen35","True","166","1","HumanEval/114","2139","2305"
"humaneval_full","none","pass","prompt_terse","qwen35","True","395","1","HumanEval/115","2937","3332"
"humaneval_full","none","pass","prompt_terse","qwen35","True","166","1","HumanEval/116","2010","2176"
"humaneval_full","none","pass","prompt_terse","qwen35","True","275","1","HumanEval/117","3196","3471"
"humaneval_full","none","pass","prompt_terse","qwen35","True","228","1","HumanEval/118","3061","3289"
"humaneval_full","none","pass","prompt_terse","qwen35","True","272","1","HumanEval/119","2752","3024"
"humaneval_full","none","pass","prompt_terse","qwen35","True","259","1","HumanEval/120","1561","1820"
"humaneval_full","none","pass","prompt_terse","qwen35","True","138","1","HumanEval/121","3540","3678"
"humaneval_full","none","pass","prompt_terse","qwen35","True","186","1","HumanEval/122","85","271"
"humaneval_full","none","pass","prompt_terse","qwen35","True","314","1","HumanEval/123","3357","3671"
"humaneval_full","none","pass","prompt_terse","qwen35","True","529","1","HumanEval/124","4958","5487"
"humaneval_full","none","pass","prompt_terse","qwen35","True","211","1","HumanEval/125","2576","2787"
"humaneval_full","none","pass","prompt_terse","qwen35","True","333","1","HumanEval/126","3182","3515"
"humaneval_full","none","pass","prompt_terse","qwen35","True","438","1","HumanEval/127","3840","4278"
"humaneval_full","none","pass","prompt_terse","qwen35","True","213","1","HumanEval/128","2191","2404"
"humaneval_full","none","pass","prompt_terse","qwen35","True","671","1","HumanEval/129","5945","6616"
"humaneval_full","none","pass","prompt_terse","qwen35","True","344","1","HumanEval/130","5767","6111"
"humaneval_full","none","pass","prompt_terse","qwen35","True","7875","1","HumanEval/131","317","8192"
"humaneval_full","none","pass","prompt_terse","qwen35","True","189","1","HumanEval/132","5135","5324"
"humaneval_full","none","pass","prompt_terse","qwen35","True","188","1","HumanEval/133","1991","2179"
"humaneval_full","none","pass","prompt_terse","qwen35","True","180","1","HumanEval/134","5595","5775"
"humaneval_full","none","pass","prompt_terse","qwen35","True","149","1","HumanEval/135","1504","1653"
"humaneval_full","none","pass","prompt_terse","qwen35","True","215","1","HumanEval/136","1791","2006"
"humaneval_full","none","pass","prompt_terse","qwen35","True","233","1","HumanEval/137","582","815"
"humaneval_full","none","pass","prompt_terse","qwen35","True","96","1","HumanEval/138","959","1055"
"humaneval_full","none","pass","prompt_terse","qwen35","True","7564","1","HumanEval/139","628","8192"
"humaneval_full","none","pass","prompt_terse","qwen35","True","138","1","HumanEval/140","4893","5031"
"humaneval_full","none","pass","prompt_terse","qwen35","True","328","1","HumanEval/141","3124","3452"
"humaneval_full","none","pass","prompt_terse","qwen35","True","243","1","HumanEval/142","5937","6180"
"humaneval_full","none","pass","prompt_terse","qwen35","True","277","1","HumanEval/143","1948","2225"
"humaneval_full","none","pass","prompt_terse","qwen35","True","216","1","HumanEval/144","1681","1897"
"humaneval_full","none","runtime_error","prompt_terse","qwen35","False","219","1","HumanEval/145","6332","6551"
"humaneval_full","none","pass","prompt_terse","qwen35","True","201","1","HumanEval/146","3654","3855"
"humaneval_full","none","pass","prompt_terse","qwen35","True","248","1","HumanEval/147","4728","4976"
"humaneval_full","none","pass","prompt_terse","qwen35","True","320","1","HumanEval/148","2134","2454"
"humaneval_full","none","pass","prompt_terse","qwen35","True","234","1","HumanEval/149","913","1147"
"humaneval_full","none","pass","prompt_terse","qwen35","True","176","1","HumanEval/150","5493","5669"
"humaneval_full","none","runtime_error","prompt_terse","qwen35","False","184","1","HumanEval/151","1330","1514"
"humaneval_full","none","pass","prompt_terse","qwen35","True","260","1","HumanEval/152","1781","2041"
"humaneval_full","none","pass","prompt_terse","qwen35","True","348","1","HumanEval/153","3777","4125"
"humaneval_full","none","runtime_error","prompt_terse","qwen35","False","173","1","HumanEval/154","2700","2873"
"humaneval_full","none","pass","prompt_terse","qwen35","True","144","1","HumanEval/155","626","770"
"humaneval_full","none","pass","prompt_terse","qwen35","True","269","1","HumanEval/156","1056","1325"
"humaneval_full","none","pass","prompt_terse","qwen35","True","149","1","HumanEval/157","1695","1844"
"humaneval_full","none","pass","prompt_terse","qwen35","True","154","1","HumanEval/158","2091","2245"
"humaneval_full","none","pass","prompt_terse","qwen35","True","332","1","HumanEval/159","704","1036"
"humaneval_full","none","pass","prompt_terse","qwen35","True","264","1","HumanEval/160","2031","2295"
"humaneval_full","none","pass","prompt_terse","qwen35","True","149","1","HumanEval/161","1839","1988"
"humaneval_full","none","pass","prompt_terse","qwen35","True","7929","1","HumanEval/162","263","8192"
"humaneval_full","none","pass","prompt_terse","qwen35","True","159","1","HumanEval/163","2542","2701"
"humaneval_full","none","pass","fsm_plan","qwen35","True","200","0","HumanEval/0","178","378"
"humaneval_full","none","pass","fsm_plan","qwen35","True","230","0","HumanEval/1","152","382"
"humaneval_full","none","pass","fsm_plan","qwen35","True","105","0","HumanEval/2","112","217"
"humaneval_full","none","pass","fsm_plan","qwen35","True","166","0","HumanEval/3","127","293"
"humaneval_full","none","pass","fsm_plan","qwen35","True","178","0","HumanEval/4","204","382"
"humaneval_full","none","pass","fsm_plan","qwen35","True","162","0","HumanEval/5","149","311"
"humaneval_full","none","pass","fsm_plan","qwen35","True","223","0","HumanEval/6","181","404"
"humaneval_full","none","pass","fsm_plan","qwen35","True","120","0","HumanEval/7","95","215"
"humaneval_full","none","pass","fsm_plan","qwen35","True","173","0","HumanEval/8","102","275"
"humaneval_full","none","pass","fsm_plan","qwen35","True","170","0","HumanEval/9","137","307"
"humaneval_full","none","pass","fsm_plan","qwen35","True","285","0","HumanEval/10","144","429"
"humaneval_full","none","pass","fsm_plan","qwen35","True","121","0","HumanEval/11","278","399"
"humaneval_full","none","pass","fsm_plan","qwen35","True","173","0","HumanEval/12","90","263"
"humaneval_full","none","pass","fsm_plan","qwen35","True","114","0","HumanEval/13","135","249"
"humaneval_full","none","pass","fsm_plan","qwen35","True","86","0","HumanEval/14","106","192"
"humaneval_full","none","pass","fsm_plan","qwen35","True","101","0","HumanEval/15","145","246"
"humaneval_full","none","pass","fsm_plan","qwen35","True","88","0","HumanEval/16","131","219"
"humaneval_full","none","pass","fsm_plan","qwen35","True","243","0","HumanEval/17","108","351"
"humaneval_full","none","pass","fsm_plan","qwen35","True","171","0","HumanEval/18","166","337"
"humaneval_full","none","pass","fsm_plan","qwen35","True","254","0","HumanEval/19","231","485"
"humaneval_full","none","pass","fsm_plan","qwen35","True","280","0","HumanEval/20","225","505"
"humaneval_full","none","pass","fsm_plan","qwen35","True","200","0","HumanEval/21","449","649"
"humaneval_full","none","pass","fsm_plan","qwen35","True","130","0","HumanEval/22","186","316"
"humaneval_full","none","pass","fsm_plan","qwen35","True","62","0","HumanEval/23","93","155"
"humaneval_full","none","pass","fsm_plan","qwen35","True","180","0","HumanEval/24","133","313"
"humaneval_full","none","pass","fsm_plan","qwen35","True","225","0","HumanEval/25","183","408"
"humaneval_full","none","pass","fsm_plan","qwen35","True","126","0","HumanEval/26","131","257"
"humaneval_full","none","pass","fsm_plan","qwen35","True","66","0","HumanEval/27","146","212"
"humaneval_full","none","pass","fsm_plan","qwen35","True","78","0","HumanEval/28","124","202"
"humaneval_full","none","pass","fsm_plan","qwen35","True","117","0","HumanEval/29","103","220"
"humaneval_full","none","pass","fsm_plan","qwen35","True","148","0","HumanEval/30","103","251"
"humaneval_full","none","pass","fsm_plan","qwen35","True","223","0","HumanEval/31","116","339"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","682","0","HumanEval/32","81","763"
"humaneval_full","none","pass","fsm_plan","qwen35","True","264","0","HumanEval/33","113","377"
"humaneval_full","none","pass","fsm_plan","qwen35","True","95","0","HumanEval/34","122","217"
"humaneval_full","none","pass","fsm_plan","qwen35","True","104","0","HumanEval/35","204","308"
"humaneval_full","none","pass","fsm_plan","qwen35","True","150","0","HumanEval/36","181","331"
"humaneval_full","none","pass","fsm_plan","qwen35","True","168","0","HumanEval/37","143","311"
"humaneval_full","none","pass","fsm_plan","qwen35","True","191","0","HumanEval/38","123","314"
"humaneval_full","empty_code","extraction_empty_code","fsm_plan","qwen35","False","3","0","HumanEval/39","8189","8192"
"humaneval_full","none","pass","fsm_plan","qwen35","True","344","0","HumanEval/40","157","501"
"humaneval_full","none","pass","fsm_plan","qwen35","True","175","0","HumanEval/41","191","366"
"humaneval_full","none","pass","fsm_plan","qwen35","True","140","0","HumanEval/42","193","333"
"humaneval_full","none","pass","fsm_plan","qwen35","True","211","0","HumanEval/43","197","408"
"humaneval_full","none","pass","fsm_plan","qwen35","True","196","0","HumanEval/44","179","375"
"humaneval_full","none","pass","fsm_plan","qwen35","True","67","0","HumanEval/45","126","193"
"humaneval_full","none","pass","fsm_plan","qwen35","True","332","0","HumanEval/46","71","403"
"humaneval_full","none","pass","fsm_plan","qwen35","True","186","0","HumanEval/47","132","318"
"humaneval_full","none","pass","fsm_plan","qwen35","True","98","0","HumanEval/48","93","191"
"humaneval_full","none","pass","fsm_plan","qwen35","True","142","0","HumanEval/49","188","330"
"humaneval_full","none","pass","fsm_plan","qwen35","True","77","0","HumanEval/50","89","166"
"humaneval_full","none","pass","fsm_plan","qwen35","True","176","0","HumanEval/51","112","288"
"humaneval_full","none","pass","fsm_plan","qwen35","True","107","0","HumanEval/52","207","314"
"humaneval_full","none","pass","fsm_plan","qwen35","True","71","0","HumanEval/53","82","153"
"humaneval_full","none","pass","fsm_plan","qwen35","True","170","0","HumanEval/54","169","339"
"humaneval_full","none","pass","fsm_plan","qwen35","True","140","0","HumanEval/55","59","199"
"humaneval_full","none","pass","fsm_plan","qwen35","True","167","0","HumanEval/56","146","313"
"humaneval_full","none","pass","fsm_plan","qwen35","True","195","0","HumanEval/57","123","318"
"humaneval_full","none","pass","fsm_plan","qwen35","True","149","0","HumanEval/58","220","369"
"humaneval_full","none","pass","fsm_plan","qwen35","True","210","0","HumanEval/59","206","416"
"humaneval_full","none","pass","fsm_plan","qwen35","True","133","0","HumanEval/60","231","364"
"humaneval_full","none","pass","fsm_plan","qwen35","True","165","0","HumanEval/61","161","326"
"humaneval_full","none","pass","fsm_plan","qwen35","True","162","0","HumanEval/62","202","364"
"humaneval_full","none","pass","fsm_plan","qwen35","True","259","0","HumanEval/63","55","314"
"humaneval_full","none","pass","fsm_plan","qwen35","True","207","0","HumanEval/64","125","332"
"humaneval_full","none","pass","fsm_plan","qwen35","True","151","0","HumanEval/65","163","314"
"humaneval_full","none","pass","fsm_plan","qwen35","True","148","0","HumanEval/66","118","266"
"humaneval_full","none","pass","fsm_plan","qwen35","True","273","0","HumanEval/67","135","408"
"humaneval_full","none","pass","fsm_plan","qwen35","True","436","0","HumanEval/68","75","511"
"humaneval_full","none","pass","fsm_plan","qwen35","True","233","0","HumanEval/69","200","433"
"humaneval_full","none","pass","fsm_plan","qwen35","True","246","0","HumanEval/70","146","392"
"humaneval_full","none","pass","fsm_plan","qwen35","True","237","0","HumanEval/71","148","385"
"humaneval_full","none","pass","fsm_plan","qwen35","True","258","0","HumanEval/72","180","438"
"humaneval_full","none","pass","fsm_plan","qwen35","True","220","0","HumanEval/73","145","365"
"humaneval_full","none","pass","fsm_plan","qwen35","True","253","0","HumanEval/74","109","362"
"humaneval_full","none","pass","fsm_plan","qwen35","True","187","0","HumanEval/75","138","325"
"humaneval_full","none","pass","fsm_plan","qwen35","True","256","0","HumanEval/76","276","532"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","184","0","HumanEval/77","110","294"
"humaneval_full","none","pass","fsm_plan","qwen35","True","376","0","HumanEval/78","206","582"
"humaneval_full","none","pass","fsm_plan","qwen35","True","184","0","HumanEval/79","156","340"
"humaneval_full","none","pass","fsm_plan","qwen35","True","205","0","HumanEval/80","64","269"
"humaneval_full","none","pass","fsm_plan","qwen35","True","571","0","HumanEval/81","129","700"
"humaneval_full","none","pass","fsm_plan","qwen35","True","148","0","HumanEval/82","85","233"
"humaneval_full","none","pass","fsm_plan","qwen35","True","391","0","HumanEval/83","136","527"
"humaneval_full","none","pass","fsm_plan","qwen35","True","187","0","HumanEval/84","156","343"
"humaneval_full","none","pass","fsm_plan","qwen35","True","96","0","HumanEval/85","182","278"
"humaneval_full","none","pass","fsm_plan","qwen35","True","184","0","HumanEval/86","155","339"
"humaneval_full","none","pass","fsm_plan","qwen35","True","363","0","HumanEval/87","190","553"
"humaneval_full","none","pass","fsm_plan","qwen35","True","345","0","HumanEval/88","87","432"
"humaneval_full","none","pass","fsm_plan","qwen35","True","212","0","HumanEval/89","223","435"
"humaneval_full","none","pass","fsm_plan","qwen35","True","181","0","HumanEval/90","134","315"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","323","0","HumanEval/91","93","416"
"humaneval_full","none","pass","fsm_plan","qwen35","True","194","0","HumanEval/92","110","304"
"humaneval_full","none","pass","fsm_plan","qwen35","True","248","0","HumanEval/93","165","413"
"humaneval_full","none","pass","fsm_plan","qwen35","True","489","0","HumanEval/94","163","652"
"humaneval_full","none","pass","fsm_plan","qwen35","True","294","0","HumanEval/95","172","466"
"humaneval_full","none","pass","fsm_plan","qwen35","True","264","0","HumanEval/96","207","471"
"humaneval_full","none","pass","fsm_plan","qwen35","True","153","0","HumanEval/97","152","305"
"humaneval_full","none","pass","fsm_plan","qwen35","True","143","0","HumanEval/98","173","316"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","298","0","HumanEval/99","117","415"
"humaneval_full","none","pass","fsm_plan","qwen35","True","169","0","HumanEval/100","101","270"
"humaneval_full","none","pass","fsm_plan","qwen35","True","142","0","HumanEval/101","126","268"
"humaneval_full","none","pass","fsm_plan","qwen35","True","158","0","HumanEval/102","148","306"
"humaneval_full","none","pass","fsm_plan","qwen35","True","295","0","HumanEval/103","68","363"
"humaneval_full","none","pass","fsm_plan","qwen35","True","175","0","HumanEval/104","203","378"
"humaneval_full","none","pass","fsm_plan","qwen35","True","429","0","HumanEval/105","219","648"
"humaneval_full","none","pass","fsm_plan","qwen35","True","272","0","HumanEval/106","96","368"
"humaneval_full","none","pass","fsm_plan","qwen35","True","318","0","HumanEval/107","172","490"
"humaneval_full","none","pass","fsm_plan","qwen35","True","285","0","HumanEval/108","107","392"
"humaneval_full","none","pass","fsm_plan","qwen35","True","491","0","HumanEval/109","90","581"
"humaneval_full","none","pass","fsm_plan","qwen35","True","295","0","HumanEval/110","183","478"
"humaneval_full","none","pass","fsm_plan","qwen35","True","266","0","HumanEval/111","77","343"
"humaneval_full","none","pass","fsm_plan","qwen35","True","276","0","HumanEval/112","78","354"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","336","0","HumanEval/113","74","410"
"humaneval_full","none","pass","fsm_plan","qwen35","True","216","0","HumanEval/114","87","303"
"humaneval_full","none","pass","fsm_plan","qwen35","True","414","0","HumanEval/115","86","500"
"humaneval_full","none","pass","fsm_plan","qwen35","True","210","0","HumanEval/116","879","1089"
"humaneval_full","none","pass","fsm_plan","qwen35","True","301","0","HumanEval/117","134","435"
"humaneval_full","none","pass","fsm_plan","qwen35","True","285","0","HumanEval/118","98","383"
"humaneval_full","none","pass","fsm_plan","qwen35","True","302","0","HumanEval/119","127","429"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","260","0","HumanEval/120","136","396"
"humaneval_full","none","pass","fsm_plan","qwen35","True","143","0","HumanEval/121","102","245"
"humaneval_full","none","pass","fsm_plan","qwen35","True","189","0","HumanEval/122","253","442"
"humaneval_full","none","pass","fsm_plan","qwen35","True","333","0","HumanEval/123","127","460"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","646","0","HumanEval/124","75","721"
"humaneval_full","none","pass","fsm_plan","qwen35","True","264","0","HumanEval/125","72","336"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","433","0","HumanEval/126","123","556"
"humaneval_full","none","pass","fsm_plan","qwen35","True","447","0","HumanEval/127","117","564"
"humaneval_full","none","pass","fsm_plan","qwen35","True","227","0","HumanEval/128","118","345"
"humaneval_full","none","pass","fsm_plan","qwen35","True","861","0","HumanEval/129","95","956"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","1212","0","HumanEval/130","117","1329"
"humaneval_full","none","pass","fsm_plan","qwen35","True","150","0","HumanEval/131","139","289"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","928","0","HumanEval/132","131","1059"
"humaneval_full","none","pass","fsm_plan","qwen35","True","193","0","HumanEval/133","142","335"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","190","0","HumanEval/134","143","333"
"humaneval_full","none","pass","fsm_plan","qwen35","True","157","0","HumanEval/135","139","296"
"humaneval_full","none","pass","fsm_plan","qwen35","True","225","0","HumanEval/136","91","316"
"humaneval_full","none","pass","fsm_plan","qwen35","True","245","0","HumanEval/137","136","381"
"humaneval_full","none","pass","fsm_plan","qwen35","True","106","0","HumanEval/138","123","229"
"humaneval_full","none","pass","fsm_plan","qwen35","True","157","0","HumanEval/139","129","286"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","147","0","HumanEval/140","116","263"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","444","0","HumanEval/141","83","527"
"humaneval_full","none","pass","fsm_plan","qwen35","True","254","0","HumanEval/142","135","389"
"humaneval_full","none","pass","fsm_plan","qwen35","True","259","0","HumanEval/143","150","409"
"humaneval_full","none","pass","fsm_plan","qwen35","True","221","0","HumanEval/144","231","452"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","173","0","HumanEval/145","143","316"
"humaneval_full","none","pass","fsm_plan","qwen35","True","247","0","HumanEval/146","158","405"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","1096","0","HumanEval/147","237","1333"
"humaneval_full","none","pass","fsm_plan","qwen35","True","350","0","HumanEval/148","177","527"
"humaneval_full","none","pass","fsm_plan","qwen35","True","284","0","HumanEval/149","60","344"
"humaneval_full","none","pass","fsm_plan","qwen35","True","153","0","HumanEval/150","114","267"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","192","0","HumanEval/151","389","581"
"humaneval_full","none","pass","fsm_plan","qwen35","True","266","0","HumanEval/152","139","405"
"humaneval_full","none","pass","fsm_plan","qwen35","True","387","0","HumanEval/153","119","506"
"humaneval_full","none","pass","fsm_plan","qwen35","True","246","0","HumanEval/154","178","424"
"humaneval_full","none","pass","fsm_plan","qwen35","True","154","0","HumanEval/155","178","332"
"humaneval_full","none","pass","fsm_plan","qwen35","True","300","0","HumanEval/156","79","379"
"humaneval_full","none","pass","fsm_plan","qwen35","True","157","0","HumanEval/157","251","408"
"humaneval_full","none","pass","fsm_plan","qwen35","True","224","0","HumanEval/158","218","442"
"humaneval_full","none","pass","fsm_plan","qwen35","True","337","0","HumanEval/159","95","432"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","776","0","HumanEval/160","106","882"
"humaneval_full","none","pass","fsm_plan","qwen35","True","225","0","HumanEval/161","60","285"
"humaneval_full","none","pass","fsm_plan","qwen35","True","127","0","HumanEval/162","140","267"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","163","0","HumanEval/163","199","362"
"humaneval_full","none","pass","fsm_plan","qwen35","True","200","2","HumanEval/0","162","362"
"humaneval_full","none","pass","fsm_plan","qwen35","True","231","2","HumanEval/1","246","477"
"humaneval_full","none","pass","fsm_plan","qwen35","True","105","2","HumanEval/2","131","236"
"humaneval_full","none","pass","fsm_plan","qwen35","True","163","2","HumanEval/3","147","310"
"humaneval_full","none","pass","fsm_plan","qwen35","True","187","2","HumanEval/4","215","402"
"humaneval_full","none","pass","fsm_plan","qwen35","True","162","2","HumanEval/5","149","311"
"humaneval_full","none","pass","fsm_plan","qwen35","True","223","2","HumanEval/6","181","404"
"humaneval_full","none","pass","fsm_plan","qwen35","True","120","2","HumanEval/7","95","215"
"humaneval_full","none","pass","fsm_plan","qwen35","True","141","2","HumanEval/8","107","248"
"humaneval_full","none","pass","fsm_plan","qwen35","True","170","2","HumanEval/9","137","307"
"humaneval_full","none","pass","fsm_plan","qwen35","True","293","2","HumanEval/10","124","417"
"humaneval_full","none","pass","fsm_plan","qwen35","True","121","2","HumanEval/11","258","379"
"humaneval_full","none","pass","fsm_plan","qwen35","True","173","2","HumanEval/12","90","263"
"humaneval_full","none","pass","fsm_plan","qwen35","True","114","2","HumanEval/13","131","245"
"humaneval_full","none","pass","fsm_plan","qwen35","True","87","2","HumanEval/14","106","193"
"humaneval_full","none","pass","fsm_plan","qwen35","True","101","2","HumanEval/15","145","246"
"humaneval_full","none","pass","fsm_plan","qwen35","True","88","2","HumanEval/16","130","218"
"humaneval_full","none","pass","fsm_plan","qwen35","True","256","2","HumanEval/17","106","362"
"humaneval_full","none","pass","fsm_plan","qwen35","True","171","2","HumanEval/18","213","384"
"humaneval_full","none","pass","fsm_plan","qwen35","True","273","2","HumanEval/19","191","464"
"humaneval_full","none","pass","fsm_plan","qwen35","True","280","2","HumanEval/20","221","501"
"humaneval_full","none","pass","fsm_plan","qwen35","True","200","2","HumanEval/21","541","741"
"humaneval_full","none","pass","fsm_plan","qwen35","True","128","2","HumanEval/22","186","314"
"humaneval_full","none","pass","fsm_plan","qwen35","True","60","2","HumanEval/23","99","159"
"humaneval_full","none","pass","fsm_plan","qwen35","True","185","2","HumanEval/24","138","323"
"humaneval_full","none","pass","fsm_plan","qwen35","True","214","2","HumanEval/25","137","351"
"humaneval_full","none","pass","fsm_plan","qwen35","True","126","2","HumanEval/26","161","287"
"humaneval_full","none","pass","fsm_plan","qwen35","True","66","2","HumanEval/27","125","191"
"humaneval_full","none","pass","fsm_plan","qwen35","True","79","2","HumanEval/28","124","203"
"humaneval_full","none","pass","fsm_plan","qwen35","True","117","2","HumanEval/29","103","220"
"humaneval_full","none","pass","fsm_plan","qwen35","True","148","2","HumanEval/30","103","251"
"humaneval_full","none","pass","fsm_plan","qwen35","True","223","2","HumanEval/31","116","339"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","557","2","HumanEval/32","188","745"
"humaneval_full","none","pass","fsm_plan","qwen35","True","266","2","HumanEval/33","113","379"
"humaneval_full","none","pass","fsm_plan","qwen35","True","96","2","HumanEval/34","170","266"
"humaneval_full","none","pass","fsm_plan","qwen35","True","104","2","HumanEval/35","204","308"
"humaneval_full","none","pass","fsm_plan","qwen35","True","147","2","HumanEval/36","231","378"
"humaneval_full","none","pass","fsm_plan","qwen35","True","169","2","HumanEval/37","138","307"
"humaneval_full","none","pass","fsm_plan","qwen35","True","203","2","HumanEval/38","93","296"
"humaneval_full","empty_code","extraction_empty_code","fsm_plan","qwen35","False","3","2","HumanEval/39","8189","8192"
"humaneval_full","none","pass","fsm_plan","qwen35","True","357","2","HumanEval/40","184","541"
"humaneval_full","none","pass","fsm_plan","qwen35","True","176","2","HumanEval/41","231","407"
"humaneval_full","none","pass","fsm_plan","qwen35","True","140","2","HumanEval/42","172","312"
"humaneval_full","none","pass","fsm_plan","qwen35","True","211","2","HumanEval/43","221","432"
"humaneval_full","none","pass","fsm_plan","qwen35","True","196","2","HumanEval/44","197","393"
"humaneval_full","none","pass","fsm_plan","qwen35","True","69","2","HumanEval/45","126","195"
"humaneval_full","none","pass","fsm_plan","qwen35","True","326","2","HumanEval/46","207","533"
"humaneval_full","none","pass","fsm_plan","qwen35","True","186","2","HumanEval/47","132","318"
"humaneval_full","none","pass","fsm_plan","qwen35","True","98","2","HumanEval/48","86","184"
"humaneval_full","none","pass","fsm_plan","qwen35","True","143","2","HumanEval/49","160","303"
"humaneval_full","none","pass","fsm_plan","qwen35","True","77","2","HumanEval/50","76","153"
"humaneval_full","none","pass","fsm_plan","qwen35","True","176","2","HumanEval/51","131","307"
"humaneval_full","none","pass","fsm_plan","qwen35","True","107","2","HumanEval/52","207","314"
"humaneval_full","none","pass","fsm_plan","qwen35","True","70","2","HumanEval/53","99","169"
"humaneval_full","none","pass","fsm_plan","qwen35","True","170","2","HumanEval/54","143","313"
"humaneval_full","none","pass","fsm_plan","qwen35","True","137","2","HumanEval/55","103","240"
"humaneval_full","none","pass","fsm_plan","qwen35","True","171","2","HumanEval/56","102","273"
"humaneval_full","none","pass","fsm_plan","qwen35","True","197","2","HumanEval/57","123","320"
"humaneval_full","none","pass","fsm_plan","qwen35","True","149","2","HumanEval/58","222","371"
"humaneval_full","none","pass","fsm_plan","qwen35","True","210","2","HumanEval/59","158","368"
"humaneval_full","none","pass","fsm_plan","qwen35","True","133","2","HumanEval/60","231","364"
"humaneval_full","none","pass","fsm_plan","qwen35","True","165","2","HumanEval/61","138","303"
"humaneval_full","none","pass","fsm_plan","qwen35","True","163","2","HumanEval/62","245","408"
"humaneval_full","none","pass","fsm_plan","qwen35","True","260","2","HumanEval/63","66","326"
"humaneval_full","none","pass","fsm_plan","qwen35","True","207","2","HumanEval/64","129","336"
"humaneval_full","none","pass","fsm_plan","qwen35","True","151","2","HumanEval/65","163","314"
"humaneval_full","none","pass","fsm_plan","qwen35","True","148","2","HumanEval/66","108","256"
"humaneval_full","none","pass","fsm_plan","qwen35","True","273","2","HumanEval/67","135","408"
"humaneval_full","none","pass","fsm_plan","qwen35","True","439","2","HumanEval/68","96","535"
"humaneval_full","none","pass","fsm_plan","qwen35","True","231","2","HumanEval/69","119","350"
"humaneval_full","none","pass","fsm_plan","qwen35","True","254","2","HumanEval/70","86","340"
"humaneval_full","none","pass","fsm_plan","qwen35","True","223","2","HumanEval/71","182","405"
"humaneval_full","none","pass","fsm_plan","qwen35","True","256","2","HumanEval/72","165","421"
"humaneval_full","none","pass","fsm_plan","qwen35","True","224","2","HumanEval/73","131","355"
"humaneval_full","none","pass","fsm_plan","qwen35","True","264","2","HumanEval/74","112","376"
"humaneval_full","none","pass","fsm_plan","qwen35","True","189","2","HumanEval/75","184","373"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","242","2","HumanEval/76","225","467"
"humaneval_full","none","pass","fsm_plan","qwen35","True","176","2","HumanEval/77","106","282"
"humaneval_full","none","pass","fsm_plan","qwen35","True","391","2","HumanEval/78","244","635"
"humaneval_full","none","pass","fsm_plan","qwen35","True","184","2","HumanEval/79","156","340"
"humaneval_full","none","pass","fsm_plan","qwen35","True","205","2","HumanEval/80","67","272"
"humaneval_full","none","pass","fsm_plan","qwen35","True","573","2","HumanEval/81","125","698"
"humaneval_full","none","pass","fsm_plan","qwen35","True","152","2","HumanEval/82","85","237"
"humaneval_full","none","pass","fsm_plan","qwen35","True","340","2","HumanEval/83","134","474"
"humaneval_full","none","pass","fsm_plan","qwen35","True","187","2","HumanEval/84","156","343"
"humaneval_full","none","pass","fsm_plan","qwen35","True","96","2","HumanEval/85","182","278"
"humaneval_full","none","pass","fsm_plan","qwen35","True","171","2","HumanEval/86","133","304"
"humaneval_full","none","pass","fsm_plan","qwen35","True","351","2","HumanEval/87","245","596"
"humaneval_full","none","pass","fsm_plan","qwen35","True","343","2","HumanEval/88","87","430"
"humaneval_full","none","pass","fsm_plan","qwen35","True","224","2","HumanEval/89","78","302"
"humaneval_full","none","pass","fsm_plan","qwen35","True","196","2","HumanEval/90","79","275"
"humaneval_full","none","runtime_error","fsm_plan","qwen35","False","264","2","HumanEval/91","93","357"
"humaneval_full","none","pass","fsm_plan","qwen35","True","191","2","HumanEval/92","112","303"
"humaneval_full","none","pass","fsm_plan","qwen35","True","267","2","HumanEval/93","179","446"
"humaneval_full","none","pass","fsm_plan","qwen35","True","489","2","HumanEval/94","162","651"
"humaneval_full","none","pass","fsm_plan","qwen35","True","294","2","HumanEval/95","190","484"
"humaneval_full","none","pass","fsm_plan","qwen35","True","269","2","HumanEval/96","98","367"
